id,shield name,upgrade,attack power,stat scaling,passive effects,damage reduction (%)
10578,Large Leather Shield,Standard ,"{'Phy': '75 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '61 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46 ', 'Rst': '22 '}"
10579,Large Leather Shield,Standard +1 ,"{'Phy': '79 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '63 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46 ', 'Rst': '22 '}"
10580,Large Leather Shield,Standard +2 ,"{'Phy': '83 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '65 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46.46 ', 'Rst': '22 '}"
10581,Large Leather Shield,Standard +3 ,"{'Phy': '88 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '68 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46.92 ', 'Rst': '22 '}"
10582,Large Leather Shield,Standard +4 ,"{'Phy': '92 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '70 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '47.38 ', 'Rst': '22 '}"
10583,Large Leather Shield,Standard +5 ,"{'Phy': '96 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '47.84 ', 'Rst': '22 '}"
10584,Large Leather Shield,Standard +6 ,"{'Phy': '101 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '75 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '48.3 ', 'Rst': '22 '}"
10585,Large Leather Shield,Standard +7 ,"{'Phy': '105 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '78 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '48.76 ', 'Rst': '22 '}"
10586,Large Leather Shield,Standard +8 ,"{'Phy': '109 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '80 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '49.22 ', 'Rst': '22 '}"
10587,Large Leather Shield,Standard +9 ,"{'Phy': '114 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '82 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '49.68 ', 'Rst': '22 '}"
10588,Large Leather Shield,Standard +10 ,"{'Phy': '118 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '85 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '50.14 ', 'Rst': '22 '}"
10589,Large Leather Shield,Standard +11 ,"{'Phy': '122 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '87 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '50.6 ', 'Rst': '22 '}"
10590,Large Leather Shield,Standard +12 ,"{'Phy': '127 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '90 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '51.06 ', 'Rst': '22 '}"
10591,Large Leather Shield,Standard +13 ,"{'Phy': '131 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '92 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '51.52 ', 'Rst': '22 '}"
10592,Large Leather Shield,Standard +14 ,"{'Phy': '135 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '95 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '51.98 ', 'Rst': '22 '}"
10593,Large Leather Shield,Standard +15 ,"{'Phy': '140 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '97 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '52.44 ', 'Rst': '22 '}"
10594,Large Leather Shield,Standard +16 ,"{'Phy': '144 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '100 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '52.9 ', 'Rst': '22 '}"
10595,Large Leather Shield,Standard +17 ,"{'Phy': '148 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '102 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '53.36 ', 'Rst': '22 '}"
10596,Large Leather Shield,Standard +18 ,"{'Phy': '153 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '104 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '53.82 ', 'Rst': '22 '}"
10597,Large Leather Shield,Standard +19 ,"{'Phy': '157 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '107 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '54.28 ', 'Rst': '22 '}"
10598,Large Leather Shield,Standard +20 ,"{'Phy': '162 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '109 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '54.74 ', 'Rst': '22 '}"
10599,Large Leather Shield,Standard +21 ,"{'Phy': '166 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '112 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '55.2 ', 'Rst': '22 '}"
10600,Large Leather Shield,Standard +22 ,"{'Phy': '170 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '114 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '55.66 ', 'Rst': '22 '}"
10601,Large Leather Shield,Standard +23 ,"{'Phy': '175 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '117 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '56.12 ', 'Rst': '22 '}"
10602,Large Leather Shield,Standard +24 ,"{'Phy': '179 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '119 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '56.58 ', 'Rst': '22 '}"
10603,Large Leather Shield,Standard +25 ,"{'Phy': '183 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '122 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '85 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '57.04 ', 'Rst': '22 '}"
10916,Black Leather Shield,Standard ,"{'Phy': '75 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '61 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '44 ', 'Rst': '22 '}"
10917,Black Leather Shield,Standard +1 ,"{'Phy': '79 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '63 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '44 ', 'Rst': '22 '}"
10918,Black Leather Shield,Standard +2 ,"{'Phy': '83 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '65 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '44.44 ', 'Rst': '22 '}"
10919,Black Leather Shield,Standard +3 ,"{'Phy': '88 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '68 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '44.88 ', 'Rst': '22 '}"
10920,Black Leather Shield,Standard +4 ,"{'Phy': '92 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '70 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '45.32 ', 'Rst': '22 '}"
10921,Black Leather Shield,Standard +5 ,"{'Phy': '96 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '45.76 ', 'Rst': '22 '}"
10922,Black Leather Shield,Standard +6 ,"{'Phy': '101 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '75 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '46.2 ', 'Rst': '22 '}"
10923,Black Leather Shield,Standard +7 ,"{'Phy': '105 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '78 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '46.64 ', 'Rst': '22 '}"
10924,Black Leather Shield,Standard +8 ,"{'Phy': '109 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '80 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '47.08 ', 'Rst': '22 '}"
10925,Black Leather Shield,Standard +9 ,"{'Phy': '114 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '82 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '47.52 ', 'Rst': '22 '}"
10926,Black Leather Shield,Standard +10 ,"{'Phy': '118 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '85 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '47.96 ', 'Rst': '22 '}"
10927,Black Leather Shield,Standard +11 ,"{'Phy': '122 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '87 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '48.4 ', 'Rst': '22 '}"
10928,Black Leather Shield,Standard +12 ,"{'Phy': '127 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '90 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '48.84 ', 'Rst': '22 '}"
10929,Black Leather Shield,Standard +13 ,"{'Phy': '131 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '92 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '49.28 ', 'Rst': '22 '}"
10930,Black Leather Shield,Standard +14 ,"{'Phy': '135 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '95 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '49.72 ', 'Rst': '22 '}"
10931,Black Leather Shield,Standard +15 ,"{'Phy': '140 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '97 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '50.16 ', 'Rst': '22 '}"
10932,Black Leather Shield,Standard +16 ,"{'Phy': '144 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '100 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '50.6 ', 'Rst': '22 '}"
10933,Black Leather Shield,Standard +17 ,"{'Phy': '148 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '102 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '51.04 ', 'Rst': '22 '}"
10934,Black Leather Shield,Standard +18 ,"{'Phy': '153 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '104 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '51.48 ', 'Rst': '22 '}"
10935,Black Leather Shield,Standard +19 ,"{'Phy': '157 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '107 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '51.92 ', 'Rst': '22 '}"
10936,Black Leather Shield,Standard +20 ,"{'Phy': '162 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '109 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '52.36 ', 'Rst': '22 '}"
10937,Black Leather Shield,Standard +21 ,"{'Phy': '166 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '112 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '52.8 ', 'Rst': '22 '}"
10938,Black Leather Shield,Standard +22 ,"{'Phy': '170 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '114 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '53.24 ', 'Rst': '22 '}"
10939,Black Leather Shield,Standard +23 ,"{'Phy': '175 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '117 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '53.68 ', 'Rst': '22 '}"
10940,Black Leather Shield,Standard +24 ,"{'Phy': '179 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '119 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '54.12 ', 'Rst': '22 '}"
10941,Black Leather Shield,Standard +25 ,"{'Phy': '183 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '122 '}","{'Str': 'C ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '88 ', 'Mag': '45 ', 'Fir': '31 ', 'Lit': '46 ', 'Hol': '47 ', 'Bst': '54.56 ', 'Rst': '22 '}"
11254,Marred Leather Shield,Standard ,"{'Phy': '75 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '61 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46 ', 'Rst': '22 '}"
11255,Marred Leather Shield,Standard +1 ,"{'Phy': '79 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '63 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46 ', 'Rst': '22 '}"
11256,Marred Leather Shield,Standard +2 ,"{'Phy': '83 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '65 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46.46 ', 'Rst': '22 '}"
11257,Marred Leather Shield,Standard +3 ,"{'Phy': '88 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '68 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '46.92 ', 'Rst': '22 '}"
11258,Marred Leather Shield,Standard +4 ,"{'Phy': '92 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '70 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '47.38 ', 'Rst': '22 '}"
11259,Marred Leather Shield,Standard +5 ,"{'Phy': '96 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '47.84 ', 'Rst': '22 '}"
11260,Marred Leather Shield,Standard +6 ,"{'Phy': '101 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '75 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '48.3 ', 'Rst': '22 '}"
11261,Marred Leather Shield,Standard +7 ,"{'Phy': '105 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '78 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '48.76 ', 'Rst': '22 '}"
11262,Marred Leather Shield,Standard +8 ,"{'Phy': '109 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '80 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(50) Hemorrhage '},"{'Phy': '81 ', 'Mag': '49 ', 'Fir': '36 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '49.22 ', 'Rst': '22 '}"
